gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Cryab,0.521301035,10.269844,2.759861206,0.020466013,0.39605618,-3.374926017
Aimp1,0.609477067,5.359664792,2.759690041,0.020471976,0.39605618,-3.343809523
Tpt1,0.486483899,9.166242997,2.758412166,0.020516549,0.39605618,-3.391823484
AL731810.1,1.44114188,2.608404267,2.757286024,0.02055591,0.39605618,-3.129094224
Dhx29,0.533923969,4.049250123,2.756244984,0.020592364,0.39605618,-3.268195794
2310002L09Rik,0.642712319,4.154461109,2.754227305,0.020663202,0.39605618,-3.279832589
Cdc37,0.437060773,6.918478881,2.751026388,0.020776085,0.39605618,-3.397163651
Fam162a,0.541616439,4.905879395,2.74896548,0.020849093,0.39605618,-3.338808054
Msh6,0.729940136,2.141272157,2.743721566,0.021036025,0.39605618,-3.105342778
Sfi1,0.932798798,4.73590191,2.743452087,0.021045676,0.39605618,-3.337642039
Pter,0.526743327,3.33154272,2.741572265,0.021113128,0.39605618,-3.226272692
Ighg2c,1.698332494,1.229643599,2.741206552,0.021126275,0.39605618,-3.056336043
Nudt1,1.208610623,0.894378111,2.736968079,0.021279253,0.39605618,-3.060620846
Leo1,0.608296381,4.378163884,2.735522575,0.021331679,0.39605618,-3.326432774
Adarb2,0.968082611,2.046663412,2.735245048,0.021341759,0.39605618,-3.109968625
Tnnc1,0.54708139,10.17640566,2.734817615,0.021357293,0.39605618,-3.417242376
Trmt112-ps2,1.337538967,0.2537825,2.730045242,0.021531513,0.39605618,-3.103324181
Vmn1r184,1.312552272,0.131890709,2.724476311,0.021736617,0.39605618,-3.122094852
Mtfr1l,0.430895625,7.312114818,2.72355191,0.021770852,0.39605618,-3.446224052
Otud6b,0.54643203,6.600988169,2.720590193,0.021880904,0.39605618,-3.441881271
Gm6802,1.713809371,-0.649552046,2.720428615,0.021886924,0.39605618,-3.240686916
Rps16,0.474160262,5.367757406,2.720070231,0.021900282,0.39605618,-3.408196917
Ccs,0.61503864,2.68095512,2.719028636,0.021939153,0.39605618,-3.194919279
Lrrcc1,0.54042322,4.35444469,2.718602315,0.021955082,0.39605618,-3.351809409
Dand5,0.551846494,3.524669555,2.71819654,0.021970255,0.39605618,-3.281949981
Mpc2,0.578005471,8.931182007,2.717093944,0.022011537,0.39605618,-3.46048045
AW822252,0.807885517,8.7800975,2.716124752,0.022047888,0.39605618,-3.462679047
Cebpz,0.836517643,2.123183283,2.71409273,0.022124297,0.39605618,-3.147806112
Coq7,0.569170184,7.072983062,2.713125524,0.02216076,0.39605618,-3.46065279
Csmd3,2.045879553,-0.549488575,2.711095727,0.022237478,0.39605618,-3.232649234
Vmn1r91,3.120519515,-0.665112356,2.709935667,0.022281443,0.39605618,-3.253960702
Hprt,0.429107642,5.089589294,2.707700884,0.022366385,0.39605618,-3.415172624
Gm48416,1.190122972,5.465847422,2.707548249,0.022372199,0.39605618,-3.432505679
Onecut2,2.990000454,-1.102440476,2.704527264,0.02248757,0.39605618,-3.342849219
Tcirg1,0.624866499,3.544965894,2.702008749,0.022584208,0.39605618,-3.309406798
Mrpl12,0.594521375,8.034990116,2.701705661,0.022595866,0.39605618,-3.486204506
Hsp90aa1,0.445488917,5.521736855,2.701229764,0.022614183,0.39605618,-3.444903819
Utp6,0.570974039,5.105021073,2.700522902,0.022641417,0.39605618,-3.427532121
Ugp2,0.483244527,6.760018229,2.699714581,0.0226726,0.39605618,-3.478321753
Gm48269,1.392662708,3.374613599,2.699162558,0.022693921,0.39605618,-3.297094486
Terb1,1.426366049,0.006511036,2.698680771,0.022712545,0.39605618,-3.165990967
Prpsap2,0.765834697,2.708939178,2.695401115,0.022839734,0.39605618,-3.233980433
Pyurf,0.506824666,5.721508113,2.693850703,0.022900109,0.39605618,-3.464052729
Csde1,0.510794187,10.02303637,2.693032487,0.022932036,0.39605618,-3.487659723
Ranbp1,0.565701971,4.217415544,2.692103526,0.022968338,0.39605618,-3.383788641
Tuba8,0.512029928,7.305975957,2.691642828,0.022986363,0.39605618,-3.498007616
Sccpdh,0.482794607,5.7196606,2.691395395,0.022996049,0.39605618,-3.467963404
Gm4925,1.83555226,-0.786574005,2.690330707,0.023037777,0.39605618,-3.295160768
Cenpf,0.517886424,5.005384556,2.689617702,0.023065763,0.39605618,-3.439814499
Ndufc2,0.650342928,7.230372244,2.687898557,0.023133383,0.39605618,-3.503335873
C330007P06Rik,0.574731991,4.398024807,2.684069566,0.023284704,0.39605618,-3.41015192
Gpx4,0.541924619,8.726956609,2.683684947,0.023299958,0.39605618,-3.515552746
Trim30b,2.0525205,-0.588798376,2.682320708,0.023354147,0.39605618,-3.268632804
Gm45208,3.55024129,-1.609852563,2.676294272,0.023595039,0.39605618,-3.473730366
Gm48786,1.127401747,3.642928032,2.675616149,0.0236223,0.39605618,-3.360360313
Aamdc,0.710473942,4.664852877,2.67469118,0.023659536,0.39605618,-3.443534425
Rps28,0.486659296,4.518925053,2.674523694,0.023666285,0.39605618,-3.434034057
Gm5141,1.894365426,0.425569072,2.673227331,0.023718586,0.39605618,-3.159529523
Prkag3,0.96497255,1.877324853,2.671233737,0.023799242,0.39605618,-3.190328779
Rpl23a,0.563608582,6.309833306,2.670679277,0.023821722,0.39605618,-3.517230981
Skint8,1.550435372,-0.358112511,2.670651581,0.023822846,0.39605618,-3.244817159
Mtfp1,0.473645268,5.502748504,2.669613219,0.023865006,0.39605618,-3.495233558
Rabggtb,0.459056109,6.054464516,2.669326852,0.023876646,0.39605618,-3.513495897
Ccdc124,0.528966995,4.905246886,2.665792043,0.024020799,0.39605618,-3.47259754
Rab22a,0.421453521,7.718810089,2.664529045,0.024072516,0.39605618,-3.545228225
Olfr769,1.289302752,2.605418132,2.663004632,0.024135086,0.39605618,-3.272575323
Ptgr2,0.460464652,7.788793463,2.662994669,0.024135495,0.39605618,-3.548100116
Gm43540,0.804915793,3.625944695,2.661841227,0.024182947,0.39605618,-3.380478368
Gm43960,0.995049477,2.894069118,2.656096256,0.024420687,0.39605618,-3.313995687
Ndufa5,0.68728064,7.539477406,2.654427749,0.02449017,0.39605618,-3.560413459
Snrpn,0.509744494,5.613777213,2.654296241,0.024495655,0.39605618,-3.524187811
Spag7,0.440304203,6.682328874,2.654065496,0.024505282,0.39605618,-3.551096932
Tmem151b,1.695883914,-1.01626323,2.654043666,0.024506193,0.39605618,-3.372064161
Nol7,0.426085823,5.392388098,2.653001027,0.024549741,0.39605618,-3.517469647
Mettl22,0.562211119,4.85052399,2.65120379,0.024624989,0.39605618,-3.492789556
Etfa,0.446381249,7.548383929,2.649358344,0.024702496,0.39605618,-3.568701704
Olfr1477,1.484391584,-0.444133056,2.64830459,0.024746861,0.39605618,-3.281114408
Nol3,0.473081919,5.999738209,2.647887677,0.024764436,0.39605618,-3.546709863
Vmn2r26,1.523333627,0.093606431,2.646176917,0.024836685,0.39605618,-3.21778442
Ranbp17,1.321129095,0.456652516,2.644508389,0.024907352,0.39605618,-3.193499454
Mccc1,0.471229757,7.220354517,2.642999096,0.024971448,0.39605618,-3.576050573
Snapc5,0.598503551,3.804880581,2.638902337,0.025146261,0.39605618,-3.433502166
Gm2026,0.75011785,2.301304258,2.638025145,0.02518385,0.39605618,-3.278333622
Nol8,0.593655039,6.369847068,2.636958352,0.02522964,0.39605618,-3.573056927
Gm14440,0.582529281,4.143709629,2.63602889,0.025269603,0.39605618,-3.467302659
Sh3bgr,0.712050941,7.107449895,2.635988844,0.025271326,0.39605618,-3.586168044
Gm14327,0.85181384,3.03501618,2.634408926,0.025339405,0.39605618,-3.362618481
Kcnj14,1.333622242,-0.068846462,2.634269443,0.025345424,0.39605618,-3.248051215
Wdr37,0.603832534,3.555803083,2.633908483,0.025361007,0.39605618,-3.417611843
Atp5e,0.463345112,6.718703747,2.633324882,0.025386223,0.39605618,-3.585254495
Ndufaf7,0.573997449,4.077936491,2.633252741,0.025389341,0.39605618,-3.466257886
Gm16976,1.293126328,0.100991725,2.63161397,0.025460289,0.39605618,-3.234166651
Olfr237-ps1,1.826641223,0.118594697,2.631602707,0.025460778,0.39605618,-3.232610622
Gm2033,1.50197536,1.636827571,2.631057946,0.025484407,0.39605618,-3.230455438
Serpinb6a,0.504422754,6.40800486,2.629899026,0.025534747,0.39605618,-3.585246979
Hnrnpa1,0.407830128,7.242176535,2.627334254,0.025646508,0.39605618,-3.601637655
Calu,0.390096177,7.997383845,2.624952698,0.025750722,0.39605618,-3.610633139
Srp9,0.582149991,5.261322682,2.623042911,0.025834598,0.39605618,-3.559893757
Pdha1,0.403388511,7.490007155,2.621209359,0.025915381,0.39605618,-3.613837127
Nudt9,0.475102411,5.112706626,2.62115417,0.025917817,0.39605618,-3.555620286
Tamm41,0.700170773,2.206072956,2.620657057,0.025939764,0.39605618,-3.294666215
Hsd3b2,1.807770101,0.416442963,2.619636817,0.025984866,0.39605618,-3.226418701
Gstm1,0.413048503,6.639357599,2.619146193,0.026006583,0.39605618,-3.606900273
Ggnbp1,0.776314133,4.596351436,2.615402625,0.026172884,0.39605618,-3.533842053
Gm42669,0.737893738,5.574042813,2.615310403,0.026176995,0.39605618,-3.585511181
Rida,0.631874901,3.140970193,2.614913388,0.026194696,0.39605618,-3.404140555
Slc10a2,0.923044271,0.943994751,2.614417422,0.026216827,0.39605618,-3.223588255
Calb1,1.056527482,1.178546481,2.614131665,0.026229586,0.39605618,-3.229589344
Rasef,1.192307055,0.851789282,2.612273183,0.026312718,0.39605618,-3.225740146
Gm14914,2.044998137,0.837549566,2.6109176,0.026373521,0.39605618,-3.227497565
Dnajc14,0.407294966,5.542028289,2.610368504,0.02639819,0.39605618,-3.592233395
Gabarapl2,0.545670424,4.669701041,2.610337377,0.026399589,0.39605618,-3.546883339
Cyp26b1,1.556065059,2.23706897,2.610161651,0.026407489,0.39605618,-3.313465208
Gm14648,1.667523426,0.123207412,2.606109759,0.026590302,0.39768512,-3.262237338
Nudt2,0.672282168,3.244438059,2.605193089,0.026631835,0.397768557,-3.43032772
Ccndbp1,0.544173725,3.594553012,2.601604206,0.026795066,0.398245498,-3.472226937
Tpk1,0.811101785,2.537090064,2.59806359,0.026957078,0.398293342,-3.36376333
Pm20d2,0.427414896,5.852629931,2.597017631,0.027005125,0.398293342,-3.624583866
Skp1a,0.48119166,6.703791176,2.595804045,0.02706098,0.398293342,-3.645659328
Pou3f3,1.386740553,-0.171153279,2.594910928,0.027102159,0.398293342,-3.303628788
Ankrd35,1.31955275,2.579217413,2.594727668,0.027110616,0.398293342,-3.37355749
Pepd,0.478974313,3.76092392,2.593513036,0.027166736,0.398293342,-3.501061659
Olfr90,1.055340529,3.238338746,2.590250758,0.027318039,0.398293342,-3.45293236
Ilkap,0.612263162,4.140974489,2.590092709,0.02732539,0.398293342,-3.540020294
Kif21a,0.448227754,6.452730893,2.586780148,0.027479925,0.398293342,-3.655757552
Hyal2,0.586988078,3.587289787,2.586642948,0.027486344,0.398293342,-3.494990488
Hsp90ab1,0.419689492,8.982252389,2.5857914,0.027526219,0.398293342,-3.673122298
Olfr620,1.390349949,0.022795387,2.584263603,0.027597906,0.398293342,-3.296343497
Csnk2a1,0.479331706,7.505927788,2.584156844,0.027602922,0.398293342,-3.673889151
Olfr986,0.827259767,3.2694998,2.58294396,0.027659975,0.398293342,-3.467620145
Rbis,0.884536764,4.565804493,2.580798021,0.027761205,0.398293342,-3.587008493
Prps1,0.535796883,3.745862034,2.579255034,0.02783422,0.398293342,-3.522071182
Vmn1r214,0.980689444,1.040402278,2.578979094,0.027847298,0.398293342,-3.27307502
Lrrc52,1.033911733,0.897672642,2.576988438,0.027941824,0.398293342,-3.272803866
Phkg1,0.724100144,3.926799978,2.576428864,0.027968452,0.398293342,-3.543216657
Olfr1278,1.735915961,0.978925109,2.576364903,0.027971498,0.398293342,-3.275071513
Ahsa1,0.411879412,5.99803718,2.576351215,0.027972149,0.398293342,-3.662048466
Cisd1,0.452109898,6.64581552,2.572779864,0.028142718,0.398293342,-3.681863639
Npm1,0.543073568,6.887235592,2.572739745,0.02814464,0.398293342,-3.685628942
Ndufb1-ps,0.593592268,7.311982076,2.57233792,0.028163898,0.398293342,-3.691242712
Mylk3,0.499751872,9.224787514,2.5705989,0.028247391,0.398293342,-3.695988606
Tmem132c,1.765987353,-0.537522187,2.570090266,0.028271857,0.398293342,-3.376078048
Pde6a,0.664480035,3.218359046,2.568949439,0.028326811,0.398293342,-3.483891285
Ghrl,1.842454909,-1.088657136,2.567503414,0.028396619,0.398293342,-3.464641107
Nars,0.427922018,5.46558388,2.567287394,0.028407062,0.398293342,-3.658435207
Naa50,0.479576993,5.921735311,2.567138071,0.028414283,0.398293342,-3.674706895
Zfp869,0.583108333,4.139122758,2.566880657,0.028426735,0.398293342,-3.576657321
Olfr365,1.433652734,2.223879195,2.565083502,0.028513824,0.398293342,-3.379274943
Gm47476,0.992677566,3.369709368,2.565013595,0.028517217,0.398293342,-3.506366374
Sumo1,0.602369745,3.537278646,2.56417386,0.028558006,0.398293342,-3.525132701
Dnaja1,0.413547703,5.791359644,2.563869904,0.028572785,0.398293342,-3.675964716
0610012G03Rik,0.525178642,5.220760734,2.563399923,0.02859565,0.398293342,-3.653663336
Grcc10,0.527397573,5.826716829,2.562289877,0.028649729,0.398293342,-3.679647006
Rps26,0.472499594,6.786853934,2.558445911,0.028837783,0.398293342,-3.707239952
Vmn2r67,1.064884905,1.624576378,2.558068766,0.028856299,0.398293342,-3.333954008
Pdk1,0.455991544,5.294161022,2.554601095,0.029027105,0.398293342,-3.67129874
Gon7,0.953130229,0.821729626,2.552605204,0.029125871,0.398293342,-3.304119893
Rap1gap,0.630155326,2.903114436,2.551430385,0.029184163,0.398293342,-3.476039119
Nsun4,0.540268878,3.893833627,2.550044732,0.029253065,0.398293342,-3.58184093
Gm3362,0.597811762,6.942387092,2.549701414,0.029270161,0.398293342,-3.723521752
Gm48368,0.451183281,5.773604833,2.549634352,0.029273502,0.398293342,-3.698238594
Timm21,0.515597998,5.682966707,2.54946198,0.02928209,0.398293342,-3.695454957
Vps41,0.623937221,4.263632572,2.548820677,0.029314065,0.398293342,-3.615308701
Vmn2r60,1.202283958,0.569004184,2.547944647,0.029357799,0.398293342,-3.311137937
Tep1,0.847580813,1.925265348,2.546183841,0.029445901,0.398293342,-3.37710491
Hax1,0.455955643,4.572076029,2.543837053,0.029563729,0.398293342,-3.646300176
Pcdh10,2.661396977,-0.344173269,2.54147515,0.02968279,0.398293342,-3.381866675
Vmn1r58,1.118593564,2.516526614,2.540644657,0.029724767,0.398293342,-3.44830465
R3hcc1,0.639580673,3.6886673,2.540031791,0.029755782,0.398293342,-3.578114024
Mfn2,0.415013735,9.816994113,2.539993433,0.029757724,0.398293342,-3.738294682
Mad2l2,0.82476915,1.348320479,2.539292254,0.02979325,0.398293342,-3.34122122
Zdhhc6,0.437953923,4.517924268,2.538874074,0.029814457,0.398293342,-3.65036942
Smdt1,0.557382603,5.05106484,2.537669652,0.029875622,0.398293342,-3.686061043
Gm42718,1.156320504,2.07407245,2.537328311,0.029892979,0.398293342,-3.404795323
Skint4,1.501769961,0.341304012,2.533623174,0.030082028,0.398293342,-3.335825497
Pex7,0.395575193,5.511558154,2.533576867,0.030084398,0.398293342,-3.714366865
Lyplal1,1.636206186,-0.615454299,2.532130552,0.030158522,0.398293342,-3.425712264
Mfsd4b5,0.871410527,2.503885891,2.531657014,0.03018283,0.398293342,-3.46042392
Igbp1,0.467421857,6.479932734,2.529826403,0.030276984,0.398293342,-3.747978597
Gm4962,1.191599572,0.811678534,2.52964849,0.03028615,0.398293342,-3.334149484
Maob,0.405386511,5.163368506,2.528708119,0.030334643,0.398293342,-3.706286053
Cdadc1,0.412518762,5.498673692,2.527808055,0.030381131,0.398293342,-3.723090884
Olfr613,0.836118982,1.285376469,2.52717022,0.030414117,0.398293342,-3.354362154
Snapc3,0.411753639,5.002866146,2.524531967,0.030550934,0.398293342,-3.704323862
Ralgps2,0.485749761,4.178600827,2.521816457,0.030692395,0.398293342,-3.651228412
Serf2,0.523311568,8.529084264,2.519993608,0.030787718,0.398293342,-3.780685076
Slc25a11,0.421285591,6.929548994,2.519053113,0.030837014,0.398293342,-3.772665481
Poln,0.761966532,2.304290514,2.518697548,0.030855672,0.398293342,-3.45715553
Rpl14,0.42949556,6.846825882,2.515440794,0.031027083,0.398293342,-3.777322401
Vmn1r169,1.624562207,-0.658427404,2.513758687,0.031115986,0.398293342,-3.450156533
Mybpc2,0.832769233,3.475629726,2.512974159,0.031157537,0.398293342,-3.598657993
Gm11879,1.533028618,-0.335338683,2.512343314,0.031190987,0.398293342,-3.412365067
Gm14667,1.296216889,-0.214670122,2.511233691,0.031249912,0.398293342,-3.401195137
Ktn1,0.459241072,9.434012088,2.510147665,0.03130769,0.398293342,-3.791340258
Tnni2,1.09878613,0.609298919,2.509477242,0.03134341,0.398293342,-3.359603453
Gng7,1.072887173,0.981707718,2.508794053,0.031379852,0.398293342,-3.36566479
Tppp,0.418050963,5.626909475,2.508290249,0.031406752,0.398293342,-3.759366219
Neb,0.858726286,4.547489671,2.507916366,0.03142673,0.398293342,-3.701658481
Gm12346,1.320289633,1.163198318,2.506893771,0.031481435,0.398293342,-3.375726806
Cacybp,0.586471685,3.26542248,2.506797912,0.031486568,0.398293342,-3.585423198
Cisd3,0.664899631,3.455324232,2.506340014,0.031511099,0.398293342,-3.606853095
Becn1,0.495188747,5.109047406,2.505617894,0.031549823,0.398293342,-3.740367142
Ces2b,1.49429612,0.155109322,2.505246357,0.031569765,0.398293342,-3.379325372
Phf20,0.531254528,3.812067885,2.502280889,0.031729383,0.398293342,-3.649347277
Vamp5,0.652900042,2.607209962,2.501460399,0.031773688,0.398293342,-3.518163297
Cox19,0.562220671,4.265171762,2.500620619,0.031819097,0.398293342,-3.691722795
Mettl9,0.429833461,6.049615278,2.500080321,0.031848346,0.398293342,-3.785941423
Tex10,0.61287761,2.964249921,2.498533106,0.031932253,0.398293342,-3.564231156
Arpp19,0.458159034,6.276043297,2.497961209,0.031963323,0.398293342,-3.794871143
Polr2k,0.815308217,2.942133808,2.496544422,0.032040423,0.398293342,-3.564716543
Smarcc1,0.457484885,5.244620655,2.496407684,0.032047874,0.398293342,-3.761953176
Rims1,3.00250137,-0.650113411,2.495320479,0.032107177,0.398293342,-3.467730509
Gm3755,1.516581225,0.621460136,2.494680934,0.032142112,0.398293342,-3.378446585
Armh4,0.710081631,4.784658666,2.494334943,0.032161027,0.398293342,-3.739265551
Bola2,0.696121204,4.706485169,2.492907922,0.03223916,0.398293342,-3.736457086
LT629148.3,1.8616066,0.612887164,2.492667685,0.032252332,0.398293342,-3.381038575
Mrps14,0.680366413,5.226915083,2.492218796,0.032276958,0.398293342,-3.767754799
Ndufa1,0.689887354,3.453892566,2.491057232,0.032340769,0.398293342,-3.630487451
Upf3b,0.51486132,4.464716664,2.489095947,0.032448796,0.398293342,-3.725407662
Mrpl50,0.496719466,5.260214016,2.487576718,0.03253272,0.398293342,-3.776796536
Olfr1459,1.26184961,2.351038583,2.486784289,0.032576579,0.398293342,-3.510115046
Cope,0.457757681,5.68458105,2.486518332,0.032591313,0.398293342,-3.796322785
Gm47355,1.249049311,2.695194022,2.48613622,0.032612492,0.398293342,-3.551727988
Metap2,0.479170445,5.915541903,2.485657246,0.03263906,0.398293342,-3.805229749
Insrr,2.024961766,-0.679711963,2.481450759,0.032873306,0.398293342,-3.485571066
Idh3b,0.418200676,8.821512075,2.480091367,0.032949362,0.398293342,-3.844110815
Zfp367,0.552183023,5.022287829,2.477453249,0.033097455,0.398293342,-3.780425398
Ttc3,0.380519847,6.61349593,2.475982559,0.033180299,0.398293342,-3.836863486
Olfr898,1.050326493,1.778862372,2.471986004,0.033406461,0.398293342,-3.470813692
Mtln,0.714656732,3.726875634,2.471319829,0.033444308,0.398293342,-3.689539711
Hnrnpa2b1,0.419516893,8.669405311,2.469893691,0.033525471,0.398293342,-3.860937053
Lamtor2,0.494208818,4.290177073,2.469460647,0.033550154,0.398293342,-3.742952234
Las1l,0.453783334,6.180754033,2.468654428,0.033596156,0.398293342,-3.839552385
Olfr767,1.140746479,0.348350229,2.468578651,0.033600483,0.398293342,-3.415279646
Rpl36a,0.652601777,6.02346475,2.467375731,0.033669245,0.398293342,-3.837548304
Cryzl2,0.760707934,3.102052504,2.467035805,0.033688702,0.398293342,-3.628356848
Cenpw,0.719747825,2.075773599,2.46697568,0.033692144,0.398293342,-3.508492757
Rps13,0.391937447,6.691107602,2.466886337,0.03369726,0.398293342,-3.852744565
Snrpe,0.64579685,3.559408611,2.466550971,0.033716471,0.398293342,-3.679862039
Atp5g2,0.391855414,5.912104097,2.463392386,0.033897937,0.398293342,-3.840709321
